% isAttack tcpFlood:	199
% isAttack slowRead:	667
% isAttack httpFlood:	667
% isAttack slowHeaders:	667
% isAttack udpFlood:	667
% isAttack slowBody:	667
@relation 'tcpFlood-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R1,4-5,7-9,14,18,22,38,40'

@attribute total_fpackets numeric
@attribute total_bvolume numeric
@attribute min_fpktl numeric
@attribute max_fpktl numeric
@attribute std_fpktl numeric
@attribute min_bpktl numeric
@attribute mean_fiat numeric
@attribute mean_biat numeric
@attribute min_active numeric
@attribute total_fhlen numeric
@attribute isAttack {tcpFlood,httpFlood,slowRead,slowHeaders,udpFlood,slowBody}

@data
12,1732,52,396,99,52,260961,260729,0,632,slowRead
12,1732,52,227,50,52,259176,259006,0,632,slowRead
3,112,52,467,237,52,1574,3141,3211,164,slowRead
11,1680,52,352,90,52,313340,313336,0,580,slowRead
11,1680,52,227,52,52,312712,312686,0,580,slowRead
15,1368,52,396,175,52,243604,332,0,812,slowRead
14,1628,52,227,46,52,321602,322746,0,768,slowRead
8,751,40,394,118,52,12194,3687,5,420,slowRead
9,1628,52,352,99,52,312371,312324,1042,476,slowRead
9,1628,52,352,99,52,312726,312851,1160,476,slowRead
11,1680,52,396,103,52,313317,313287,0,580,slowRead
4,164,52,467,200,52,1633,3299,13,216,slowRead
14,1628,52,396,91,52,323098,324565,0,768,slowRead
12,1732,52,396,99,52,258678,258456,0,632,slowRead
12,1732,52,352,86,52,262491,262150,0,632,slowRead
12,1732,52,227,50,52,410079,409898,0,632,slowRead
11,60,52,352,153,60,287492,0,0,604,slowRead
11,1576,52,352,89,52,334747,334538,1310,604,slowRead
14,1680,52,227,46,52,311169,311061,0,760,slowRead
4,164,52,467,200,52,1658,3350,14,216,slowRead
4,164,52,467,200,52,1493,3025,14,216,slowRead
14,1680,52,352,79,52,320253,321281,0,760,slowRead
6,268,52,511,180,52,1794,3615,6,320,slowRead
14,1680,52,352,79,52,310304,310639,0,760,slowRead
7,112,52,352,143,52,72590,217780,217799,396,slowRead
6,268,52,511,180,52,1640,3275,6,320,slowRead
14,704,40,638,226,52,247528,3843,8956,732,slowRead
11,1680,52,352,90,52,308417,308399,0,580,slowRead
12,1732,52,396,99,52,260628,260425,0,632,slowRead
12,1732,52,396,99,52,269959,269277,0,632,slowRead
12,1732,52,352,86,52,261644,261451,0,632,slowRead
12,1732,52,352,86,52,396102,395950,0,632,slowRead
11,1680,52,396,103,52,311756,311721,0,580,slowRead
12,1732,52,352,86,52,260314,260107,0,632,slowRead
7,855,40,394,126,52,20114,5639,13,360,slowRead
12,1732,52,352,86,52,261332,261142,0,632,slowRead
4,164,52,467,200,52,1676,3350,5,216,slowRead
14,1680,52,396,91,52,323871,325642,0,760,slowRead
14,1680,52,396,91,52,325305,326973,0,760,slowRead
12,1732,52,227,50,52,411378,411197,0,632,slowRead
14,1628,52,227,46,52,325241,326749,0,768,slowRead
12,1732,52,352,86,52,393965,393767,0,632,slowRead
10,1680,52,352,94,52,261297,261160,1254,528,slowRead
7,803,40,394,125,52,12664,1646,13,360,slowRead
11,1680,52,396,103,52,311776,311762,0,580,slowRead
4,164,52,467,201,52,1567,3117,14,216,slowRead
11,1680,52,352,90,52,315852,315809,0,580,slowRead
4,164,52,467,197,52,1663,3327,14,216,slowRead
11,1680,52,227,52,52,314939,314910,0,580,slowRead
11,1680,52,396,103,52,313104,313054,0,580,slowRead
9,1628,52,352,99,52,311671,311698,1146,476,slowRead
11,1680,52,352,90,52,310819,310816,0,580,slowRead
3,112,52,467,237,52,1709,3473,3524,164,slowRead
4,164,52,467,199,52,1656,3339,14,216,slowRead
14,1576,52,396,124,52,182303,303381,0,760,slowRead
11,1680,52,396,103,52,312894,312875,0,580,slowRead
7,855,40,394,127,52,18511,3883,5,360,slowRead
11,1680,52,396,103,52,313579,313597,0,580,slowRead
15,1368,52,396,175,52,243886,39,0,812,slowRead
12,1732,52,352,86,52,397713,397490,0,632,slowRead
14,1680,52,396,91,52,322855,324246,0,760,slowRead
4,164,52,467,203,52,1600,3181,18,216,slowRead
7,112,52,352,143,52,71426,214276,214292,396,slowRead
11,1680,52,396,103,52,315667,315647,0,580,slowRead
12,1732,52,352,86,52,263292,263109,0,632,slowRead
13,704,40,609,217,52,249255,10554,22179,672,slowRead
4,164,52,467,201,52,1614,3263,6,216,slowRead
7,803,40,394,126,52,10492,1471,5,360,slowRead
15,1368,52,396,175,52,243636,75,0,812,slowRead
7,855,40,394,126,52,19709,5152,14,360,slowRead
5,164,52,467,179,52,1264,2532,5,276,slowRead
4,164,52,467,198,52,1666,3324,14,216,slowRead
14,1628,52,227,46,52,321924,323043,0,768,slowRead
14,1628,52,227,46,52,311905,312626,0,768,slowRead
7,855,40,394,126,52,20356,6012,13,360,slowRead
10,1680,52,352,94,52,260419,260187,1105,528,slowRead
6,268,52,511,179,52,1665,3328,5,320,slowRead
11,1680,52,227,52,52,311621,311591,0,580,slowRead
3,112,52,467,237,52,1646,3323,3397,164,slowRead
6,268,52,511,179,52,1656,3254,5,320,slowRead
3,112,52,467,237,52,1652,3342,3407,164,slowRead
11,1680,52,227,52,52,316490,316481,0,580,slowRead
11,1680,52,227,52,52,314051,314037,0,580,slowRead
9,1420,52,352,98,52,68555,91465,11614,500,slowRead
12,1732,52,352,86,52,396235,396056,0,632,slowRead
15,1368,52,352,152,52,252877,28,0,812,slowRead
14,1680,52,227,46,52,314994,314977,0,760,slowRead
16,1368,52,396,173,52,217854,2344,0,872,slowRead
6,268,52,511,178,52,1611,3212,6,320,slowRead
3,112,52,467,237,52,1587,3163,3228,164,slowRead
12,1732,52,227,50,52,262775,262575,0,632,slowRead
7,803,40,394,126,52,5501,1751,13,360,slowRead
6,268,52,511,178,52,1731,3449,5,320,slowRead
14,1628,52,352,79,52,312333,313171,0,768,slowRead
11,1680,52,227,52,52,311669,311673,0,580,slowRead
7,4612,52,352,112,52,1080,1199,6485,372,slowRead
4,164,52,467,205,52,1827,3636,16,216,slowRead
9,1628,52,352,99,52,313268,313261,1012,476,slowRead
12,1732,52,352,86,52,261286,261109,0,632,slowRead
6,268,52,511,180,52,1618,3227,6,320,slowRead
10,1680,52,352,94,52,257587,257421,1325,528,slowRead
12,1732,52,352,86,52,392955,392765,0,632,slowRead
14,1680,52,352,79,52,312042,312155,0,760,slowRead
12,1732,52,352,86,52,402153,401952,0,632,slowRead
11,1680,52,227,52,52,314903,314887,0,580,slowRead
3,112,52,467,237,52,1608,3204,3277,164,slowRead
14,1628,52,227,46,52,312666,313969,0,768,slowRead
13,60,52,511,229,60,287618,0,0,708,slowRead
16,1368,52,396,173,52,218824,4548,0,872,slowRead
12,1732,52,396,99,52,257937,257761,0,632,slowRead
6,268,52,511,178,52,1660,3264,6,320,slowRead
6,268,52,511,176,52,1671,3329,6,320,slowRead
11,1680,52,396,103,52,308554,308467,0,580,slowRead
14,1576,52,396,124,52,179515,297465,0,760,slowRead
6,112,52,352,152,52,173170,865893,865936,320,slowRead
11,60,52,352,153,60,287361,0,0,604,slowRead
14,1628,52,352,79,52,313982,314712,0,768,slowRead
6,112,52,352,119,52,3981,7964,7982,344,slowRead
6,268,52,511,181,52,1653,3170,7,320,slowRead
7,855,40,394,125,52,19750,4733,13,360,slowRead
14,1680,52,227,46,52,334652,334205,0,760,slowRead
7,803,40,394,126,52,10174,1703,13,360,slowRead
5,164,52,467,181,52,954,1933,5,276,slowRead
4,164,52,467,201,52,1647,3323,13,216,slowRead
11,1680,52,352,90,52,316520,316533,0,580,slowRead
11,1576,52,352,89,52,316481,316573,1078,604,slowRead
7,855,40,394,125,52,17802,2413,14,360,slowRead
13,60,52,511,229,60,287337,0,0,708,slowRead
7,803,40,394,126,52,14388,1621,5,360,slowRead
11,1680,52,352,90,52,312268,312227,0,580,slowRead
16,647,40,428,175,52,308669,274,741706,860,slowRead
4,164,52,467,199,52,1626,3285,13,216,slowRead
6,268,52,511,182,52,1674,3298,6,320,slowRead
3,112,52,467,237,52,1681,3356,3426,164,slowRead
8,1576,52,352,105,52,316088,315811,1022,424,slowRead
9,1628,52,352,99,52,311900,311842,1327,476,slowRead
12,1732,52,227,50,52,259396,259209,0,632,slowRead
11,1680,52,396,103,52,314206,314196,0,580,slowRead
7,855,40,394,126,52,17678,2251,15,360,slowRead
14,1628,52,352,79,52,314014,314860,0,768,slowRead
9,11896,40,352,158,52,214289,342771,1714318,464,slowRead
12,1732,52,227,50,52,258548,258352,0,632,slowRead
7,803,40,394,126,52,10572,1680,2,360,slowRead
8,803,40,394,119,52,11999,1619,5,420,slowRead
7,803,40,394,127,52,13088,1635,13,360,slowRead
13,1420,52,396,177,52,333070,476977,0,684,slowRead
11,1680,52,352,90,52,311241,311192,0,580,slowRead
14,1680,52,396,91,52,320668,321983,0,760,slowRead
7,855,40,394,125,52,17557,3421,3,360,slowRead
12,1732,52,396,99,52,261475,261251,0,632,slowRead
9,1368,52,352,130,52,63284,106000,42441,500,slowRead
11,1680,52,352,90,52,314445,314425,0,580,slowRead
11,1576,52,352,89,52,315647,315677,979,604,slowRead
12,1732,52,352,86,52,260738,260541,0,632,slowRead
12,1368,52,352,154,52,253095,87,87,648,slowRead
9,1628,52,352,99,52,312182,312296,1099,476,slowRead
14,1628,52,352,79,52,315291,315983,0,768,slowRead
11,60,52,352,153,60,287327,0,0,604,slowRead
11,1680,52,352,90,52,312574,312884,0,580,slowRead
9,1628,52,352,99,52,313445,313318,1098,476,slowRead
11,1680,52,396,103,52,312421,312398,0,580,slowRead
16,1368,52,396,173,52,252872,35,0,872,slowRead
14,1628,52,396,91,52,314118,314508,0,768,slowRead
4,164,52,467,201,52,1649,3335,15,216,slowRead
12,1732,52,396,99,52,423986,423794,0,632,slowRead
14,1628,52,227,46,52,315477,316623,0,768,slowRead
14,1680,52,352,79,52,313386,314382,0,760,slowRead
15,1368,52,396,175,52,249483,143277,0,812,slowRead
14,1628,52,396,91,52,316029,316453,0,768,slowRead
12,60,52,511,205,60,287411,0,0,640,slowRead
12,1368,52,396,176,52,247113,70,0,632,slowRead
11,164,52,467,211,52,291090,1018790,2037642,604,slowRead
16,1368,52,396,173,52,252469,12,0,872,slowRead
9,1420,52,352,98,52,68720,91753,11851,500,slowRead
11,1680,52,352,90,52,315724,315700,0,580,slowRead
13,704,40,649,217,52,249240,10940,22757,672,slowRead
5,164,52,467,179,52,708,1423,13,276,slowRead
14,1576,52,352,108,52,182392,301171,0,760,slowRead
11,1680,52,352,90,52,310521,310529,0,580,slowRead
9,1628,52,352,99,52,310576,310577,1018,476,slowRead
4,164,52,467,200,52,1618,3226,15,216,slowRead
3,112,52,467,237,52,1676,3350,3415,164,slowRead
14,1628,52,352,79,52,312847,313622,0,768,slowRead
6,268,52,511,182,52,1656,3253,6,320,slowRead
14,1628,52,396,91,52,312986,312851,0,768,slowRead
14,1472,52,396,169,52,243664,831512,0,752,slowRead
14,1628,52,352,79,52,314229,315107,0,768,slowRead
12,1732,52,396,99,52,408389,408171,0,632,slowRead
8,1576,52,352,105,52,314413,314188,1190,424,slowRead
6,268,52,511,180,52,1639,3231,6,320,slowRead
16,1368,52,396,173,52,257104,414,0,872,slowRead
7,855,40,394,127,52,19903,5316,13,360,slowRead
14,1628,52,396,91,52,320654,321755,0,768,slowRead
14,1576,52,396,124,52,181545,300540,0,760,slowRead
12,1732,52,227,50,52,410494,410288,0,632,slowRead
11,1680,52,352,90,52,311822,311870,0,580,slowRead
11,1680,52,227,52,52,313263,313232,0,580,slowRead
14,1680,52,227,46,52,325527,326262,0,760,slowRead
4,164,52,467,201,52,1622,3279,14,216,slowRead
3,112,52,467,237,52,1594,3191,3228,164,slowRead
13,60,52,511,229,60,287192,0,0,708,slowRead
6,268,52,511,181,52,1656,3262,5,320,slowRead
14,1576,52,396,124,52,179077,297480,0,760,slowRead
12,1368,52,227,89,52,253729,997,0,632,slowRead
16,1368,52,396,173,52,217870,2127,0,872,slowRead
13,704,40,645,217,52,248919,9126,19280,672,slowRead
12,1732,52,352,86,52,399890,399669,0,632,slowRead
9,1420,52,352,98,52,65892,87853,4205,500,slowRead
4,164,52,467,201,52,1635,3273,14,216,slowRead
5,164,52,467,180,52,973,1925,5,276,slowRead
11,1680,52,352,90,52,311159,311206,0,580,slowRead
10,1680,52,352,94,52,259692,259529,987,528,slowRead
14,60,52,394,168,60,288009,0,0,760,slowRead
12,1732,52,227,50,52,261621,261419,0,632,slowRead
3,112,52,467,237,52,1879,3744,3810,164,slowRead
13,60,52,511,229,60,287649,0,0,708,slowRead
6,268,52,511,181,52,1652,3306,6,320,slowRead
14,60,52,511,232,60,287949,0,0,768,slowRead
6,268,52,511,179,52,1614,3225,5,320,slowRead
3,112,52,467,237,52,1590,3288,3357,164,slowRead
14,1420,52,227,88,52,253178,427,0,752,slowRead
12,1732,52,352,86,52,257935,257741,0,632,slowRead
12,1732,52,396,99,52,257772,257562,0,632,slowRead
7,803,40,394,127,52,20562,9549,14,360,slowRead
11,1680,52,352,90,52,312402,312395,0,580,slowRead
12,1732,52,396,99,52,411675,411460,0,632,slowRead
14,1680,52,352,79,52,321440,322851,0,760,slowRead
14,1680,52,396,91,52,314758,314827,0,760,slowRead
3,112,52,467,237,52,1667,3377,3443,164,slowRead
8,855,40,394,118,52,18599,4866,5,420,slowRead
14,1628,52,352,79,52,315260,315903,0,768,slowRead
11,60,52,352,153,60,287620,0,0,604,slowRead
7,803,40,394,125,52,6037,1689,13,360,slowRead
11,1680,52,227,52,52,312155,312125,0,580,slowRead
1,0,78,78,0,-1,0,0,0,28,slowRead
12,1732,52,352,86,52,259425,259173,0,632,slowRead
14,1628,52,352,79,52,311801,312417,0,768,slowRead
9,1628,52,352,99,52,311728,311670,1364,476,slowRead
13,60,52,511,229,60,287540,0,0,708,slowRead
13,60,52,511,229,60,287244,0,0,708,slowRead
6,268,52,511,178,52,1631,3256,6,320,slowRead
11,1680,52,352,90,52,311787,311775,0,580,slowRead
4,164,52,467,200,52,1358,2721,14,216,slowRead
12,1732,52,227,50,52,401947,401770,0,632,slowRead
15,1368,52,396,175,52,252906,387,0,812,slowRead
7,803,40,394,125,52,7474,1675,13,360,slowRead
2,0,60,60,0,-1,326,0,326,48,slowRead
8,164,52,308,131,52,300371,1802228,43323,424,slowRead
14,1628,52,227,46,52,321183,322207,0,768,slowRead
9,1368,52,352,130,52,63292,105496,44375,500,slowRead
14,268,52,511,228,52,247062,1469,6,752,slowRead
3,112,52,467,237,52,1634,3297,3370,164,slowRead
3,112,52,467,237,52,1623,3282,3347,164,slowRead
14,1680,52,352,79,52,320062,321665,0,760,slowRead
14,1680,52,352,79,52,321858,323175,0,760,slowRead
14,1576,52,227,62,52,180805,298792,0,760,slowRead
15,1368,52,396,175,52,244027,35,0,812,slowRead
4,164,52,467,205,52,1455,2923,14,216,slowRead
11,60,52,352,153,60,287226,0,0,604,slowRead
16,1368,52,396,173,52,244006,2681,0,872,slowRead
6,268,52,511,179,52,1673,3299,5,320,slowRead
9,1628,52,352,99,52,406474,406298,1342,476,slowRead
12,1732,52,352,86,52,261992,261771,0,632,slowRead
3,112,52,467,237,52,1666,3324,3396,164,slowRead
11,1680,52,227,52,52,313741,313770,0,580,slowRead
9,1628,52,352,99,52,314272,314336,1153,476,slowRead
14,1680,52,352,79,52,316139,316493,0,760,slowRead
14,1680,52,352,79,52,324283,325360,0,760,slowRead
14,1680,52,396,91,52,325390,327091,0,760,slowRead
15,1368,52,352,152,52,253018,25,0,812,slowRead
10,1680,52,352,94,52,259354,259248,698,528,slowRead
12,1732,52,396,99,52,410789,410579,0,632,slowRead
15,1368,52,227,88,52,253255,77,0,812,slowRead
5,60,52,467,225,60,105024,0,420099,268,slowRead
3,112,52,467,237,52,1645,3327,3393,164,slowRead
2,0,328,328,0,-1,0,0,0,48,slowRead
14,1628,52,352,79,52,316024,316823,0,768,slowRead
7,855,40,394,126,52,19081,3940,13,360,slowRead
14,1680,52,396,91,52,326074,327716,0,760,slowRead
13,60,52,511,229,60,287298,0,0,708,slowRead
16,1368,52,396,173,52,219333,6923,0,872,slowRead
3,112,52,467,237,52,1673,3347,3411,164,slowRead
4,164,52,467,200,52,1666,3360,13,216,slowRead
9,1628,52,352,99,52,398630,398173,963,476,slowRead
11,112,52,352,153,52,287062,0,27,604,slowRead
14,1680,52,396,91,52,313415,314720,0,760,slowRead
7,855,40,394,126,52,18227,2774,13,360,slowRead
14,1420,52,227,88,52,253827,7349,0,752,slowRead
7,855,40,394,126,52,17359,3349,14,360,slowRead
14,1628,52,227,46,52,313346,314110,0,768,slowRead
7,855,40,394,126,52,17499,3472,13,360,slowRead
7,803,40,394,126,52,12569,1668,13,360,slowRead
11,1680,52,352,90,52,316755,316745,0,580,slowRead
6,268,52,511,179,52,1578,3123,5,320,slowRead
9,1628,52,352,99,52,313518,313544,781,476,slowRead
14,1576,52,396,124,52,176789,293454,0,760,slowRead
11,1680,52,352,90,52,311492,311466,0,580,slowRead
9,1628,52,352,99,52,312034,311875,1262,476,slowRead
4,164,52,467,203,52,1608,3203,13,216,slowRead
11,1680,52,227,52,52,311676,311661,0,580,slowRead
3,112,52,467,237,52,1640,3311,3383,164,slowRead
11,1680,52,352,90,52,309518,309516,0,580,slowRead
3,112,52,467,237,52,1645,3328,3394,164,slowRead
14,1628,52,396,91,52,312834,312584,0,768,slowRead
6,268,52,511,178,52,1717,3426,6,320,slowRead
6,268,52,511,182,52,1573,3139,5,320,slowRead
12,1732,52,227,50,52,258285,258088,0,632,slowRead
14,1680,52,227,46,52,323474,324971,0,760,slowRead
14,1680,52,227,46,52,315229,315154,0,760,slowRead
3,112,52,467,237,52,1348,2688,2759,164,slowRead
7,803,40,394,127,52,8291,1737,13,360,slowRead
6,268,52,511,177,52,1205,2355,7,320,slowRead
6,268,52,511,179,52,1635,3263,6,320,slowRead
6,268,52,511,175,52,1776,3549,8,320,slowRead
14,1680,52,227,46,52,319171,320838,0,760,slowRead
6,268,52,511,182,52,1641,3227,6,320,slowRead
12,1732,52,396,99,52,412878,412668,0,632,slowRead
14,1628,52,352,79,52,316603,317292,0,768,slowRead
6,268,52,511,178,52,1365,2720,5,320,slowRead
4,164,52,467,201,52,1527,3053,6,216,slowRead
14,1628,52,227,46,52,321275,322317,0,768,slowRead
9,1628,52,352,99,52,311350,311238,1173,476,slowRead
12,1732,52,396,99,52,269469,269279,0,632,slowRead
6,268,52,511,180,52,1649,3292,6,320,slowRead
12,1732,52,227,50,52,406742,406535,0,632,slowRead
12,1732,52,352,86,52,263148,262934,0,632,slowRead
14,1680,52,227,46,52,322439,323458,0,760,slowRead
11,1680,52,352,90,52,311961,311935,0,580,slowRead
13,60,52,511,229,60,287724,0,0,708,slowRead
14,1680,52,227,46,52,312300,312400,0,760,slowRead
11,1680,52,396,103,52,310506,310492,0,580,slowRead
9,1420,52,352,98,52,68572,91466,11676,500,slowRead
9,1628,52,352,99,52,312461,312460,995,476,slowRead
7,803,40,394,126,52,5152,1760,14,360,slowRead
13,647,40,425,163,52,247113,270,1757,672,slowRead
12,1732,52,396,99,52,409773,409640,0,632,slowRead
3,112,52,467,237,52,1827,3636,3706,164,slowRead
11,1680,52,227,52,52,313183,313117,0,580,slowRead
3,112,52,467,237,52,1732,3486,3525,164,slowRead
11,1368,52,352,150,52,304394,340560,727907,580,slowRead
6,268,52,511,180,52,1537,3018,6,320,slowRead
9,1420,52,352,98,52,66291,88529,4351,500,slowRead
6,268,52,511,180,52,1646,3289,6,320,slowRead
15,1368,52,227,88,52,223446,7494,0,812,slowRead
12,1732,52,227,50,52,263410,263185,0,632,slowRead
10,1680,52,352,94,52,262247,262074,1214,528,slowRead
14,1680,52,352,79,52,316501,316738,0,760,slowRead
12,1732,52,227,50,52,408740,408556,0,632,slowRead
12,1732,52,352,86,52,257770,257439,0,632,slowRead
10,11792,40,352,95,52,745,1607,6707,516,slowRead
15,1368,52,227,88,52,224433,10301,0,812,slowRead
9,1420,52,352,98,52,65715,87712,4268,500,slowRead
15,1368,52,396,175,52,252823,30,0,812,slowRead
7,855,40,394,126,52,17315,3036,2,360,slowRead
3,112,52,467,237,52,1620,3232,3303,164,slowRead
3,112,52,467,237,52,1635,3273,3334,164,slowRead
8,1576,52,352,105,52,309355,309534,1100,424,slowRead
14,1576,52,227,62,52,184095,304117,0,760,slowRead
6,268,52,511,178,52,1691,3376,6,320,slowRead
15,1368,52,227,88,52,224900,12723,0,812,slowRead
12,1732,52,396,99,52,263907,263692,0,632,slowRead
12,1732,52,396,99,52,257034,256774,0,632,slowRead
3,112,52,467,237,52,1476,2969,3017,164,slowRead
4,164,52,467,199,52,1644,3313,14,216,slowRead
14,1680,52,396,91,52,312927,312831,0,760,slowRead
16,1368,52,396,173,52,253093,886,0,872,slowRead
15,1368,52,396,175,52,252925,36,0,812,slowRead
10,1680,52,352,94,52,262634,262482,1043,528,slowRead
12,1732,52,396,99,52,267422,267208,0,632,slowRead
6,268,52,511,180,52,1473,2972,5,320,slowRead
3,112,52,467,237,52,2782,5588,5626,164,slowRead
9,1628,52,352,99,52,312768,312782,1124,476,slowRead
6,268,52,511,175,52,1620,3244,6,320,slowRead
13,60,52,511,229,60,287433,0,0,708,slowRead
14,1680,52,396,91,52,320969,322086,0,760,slowRead
11,1680,52,352,90,52,311378,311361,0,580,slowRead
14,1628,52,227,46,52,323555,324125,0,768,slowRead
1,0,146,146,0,-1,0,0,0,28,slowRead
2,0,60,60,0,-1,355,0,355,48,slowRead
12,1732,52,227,50,52,259184,258963,0,632,slowRead
13,60,52,511,229,60,287568,0,0,708,slowRead
14,1628,52,352,79,52,316873,317646,0,768,slowRead
7,855,40,394,125,52,17310,2932,2,360,slowRead
7,803,40,394,125,52,3621,1858,13,360,slowRead
9,1628,52,352,99,52,400715,400511,876,476,slowRead
4,164,52,467,202,52,1604,3204,14,216,slowRead
15,1368,52,396,175,52,252677,114,0,812,slowRead
9,1420,52,352,98,52,68537,91424,11568,500,slowRead
12,1732,52,396,99,52,259640,259413,0,632,slowRead
14,1576,52,396,124,52,185450,307801,0,760,slowRead
13,647,40,447,162,52,247226,222,2457,672,slowRead
3,112,52,467,237,52,1643,3321,3388,164,slowRead
3,112,52,467,237,52,1650,3335,3399,164,slowRead
15,60,52,394,171,60,288006,0,0,820,slowRead
9,1628,52,352,99,52,407976,407759,1246,476,slowRead
6,268,52,511,176,52,1586,3191,6,320,slowRead
13,60,52,511,229,60,287096,0,0,708,slowRead
6,268,52,511,178,52,1670,3283,6,320,slowRead
12,1732,52,352,86,52,399339,399121,0,632,slowRead
7,803,40,394,127,52,4615,2407,14,360,slowRead
