% isAttack HIGH_RATE:	2000
% isAttack LOW_RATE:	2000
@relation 'tcpFlood-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-NtcpFlood:HIGH_RATE, udpFlood:HIGH_RATE, httpFlood:HIGH_RATE, slowBody:LOW_RATE, slowHeaders:LOW_RATE, slowRead:LOW_RATE-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R1,7-9,12,17,27,34-35,40'

@attribute total_fpackets numeric
@attribute max_fpktl numeric
@attribute std_fpktl numeric
@attribute min_bpktl numeric
@attribute std_bpktl numeric
@attribute min_biat numeric
@attribute mean_idle numeric
@attribute fpsh_cnt numeric
@attribute bpsh_cnt numeric
@attribute isAttack {HIGH_RATE,LOW_RATE}

@data
14908,40,0,-1,0,0,1270209,0,0,HIGH_RATE
8649,40,0,-1,0,0,1317346,0,0,HIGH_RATE
4388,40,0,-1,0,0,0,0,0,HIGH_RATE
11425,40,0,-1,0,0,0,0,0,HIGH_RATE
26277,40,0,-1,0,0,0,0,0,HIGH_RATE
26385,40,0,-1,0,0,0,0,0,HIGH_RATE
8015,40,0,-1,0,0,0,0,0,HIGH_RATE
14642,40,0,-1,0,0,1265572,0,0,HIGH_RATE
12094,40,0,-1,0,0,1267250,0,0,HIGH_RATE
4014,40,0,-1,0,0,0,0,0,HIGH_RATE
22440,40,0,-1,0,0,0,0,0,HIGH_RATE
4278,40,0,-1,0,0,0,0,0,HIGH_RATE
14738,40,0,-1,0,0,1266082,0,0,HIGH_RATE
10952,40,0,-1,0,0,1308864,0,0,HIGH_RATE
9760,40,0,-1,0,0,0,0,0,HIGH_RATE
26369,40,0,-1,0,0,0,0,0,HIGH_RATE
2636,40,0,-1,0,0,0,0,0,HIGH_RATE
15048,40,0,-1,0,0,1265602,0,0,HIGH_RATE
9904,40,0,-1,0,0,0,0,0,HIGH_RATE
7306,40,0,-1,0,0,0,0,0,HIGH_RATE
7579,40,0,-1,0,0,0,0,0,HIGH_RATE
9497,40,0,-1,0,0,0,0,0,HIGH_RATE
1871,40,0,-1,0,0,0,0,0,HIGH_RATE
9828,40,0,-1,0,0,0,0,0,HIGH_RATE
255,40,0,-1,0,0,0,0,0,HIGH_RATE
11824,40,0,-1,0,0,1308998,0,0,HIGH_RATE
18553,40,0,-1,0,0,0,0,0,HIGH_RATE
6318,40,0,-1,0,0,0,0,0,HIGH_RATE
20080,40,0,-1,0,0,0,0,0,HIGH_RATE
9638,40,0,-1,0,0,0,0,0,HIGH_RATE
8734,40,0,-1,0,0,1313302,0,0,HIGH_RATE
18242,40,0,-1,0,0,0,0,0,HIGH_RATE
18567,40,0,-1,0,0,0,0,0,HIGH_RATE
8638,40,0,-1,0,0,1310155,0,0,HIGH_RATE
9853,40,0,-1,0,0,0,0,0,HIGH_RATE
9403,40,0,-1,0,0,0,0,0,HIGH_RATE
25785,40,0,-1,0,0,0,0,0,HIGH_RATE
20279,40,0,-1,0,0,0,0,0,HIGH_RATE
11335,40,0,-1,0,0,1311208,0,0,HIGH_RATE
11787,40,0,-1,0,0,1320407,0,0,HIGH_RATE
14848,40,0,-1,0,0,1265781,0,0,HIGH_RATE
18974,40,0,-1,0,0,0,0,0,HIGH_RATE
8562,40,0,-1,0,0,1313093,0,0,HIGH_RATE
9613,40,0,-1,0,0,0,0,0,HIGH_RATE
8731,40,0,-1,0,0,1304202,0,0,HIGH_RATE
19665,40,0,-1,0,0,0,0,0,HIGH_RATE
11788,40,0,-1,0,0,1282205,0,0,HIGH_RATE
5267,40,0,-1,0,0,0,0,0,HIGH_RATE
26020,40,0,-1,0,0,0,0,0,HIGH_RATE
12726,40,0,-1,0,0,1267556,0,0,HIGH_RATE
17766,40,0,-1,0,0,0,0,0,HIGH_RATE
20091,40,0,-1,0,0,0,0,0,HIGH_RATE
18196,40,0,-1,0,0,0,0,0,HIGH_RATE
9619,40,0,-1,0,0,0,0,0,HIGH_RATE
10749,40,0,-1,0,0,1304199,0,0,HIGH_RATE
19563,40,0,-1,0,0,0,0,0,HIGH_RATE
10786,40,0,-1,0,0,1315353,0,0,HIGH_RATE
24479,40,0,-1,0,0,0,0,0,HIGH_RATE
8769,40,0,-1,0,0,1308137,0,0,HIGH_RATE
4495,40,0,-1,0,0,0,0,0,HIGH_RATE
11586,40,0,-1,0,0,1310946,0,0,HIGH_RATE
10829,40,0,-1,0,0,1144026,0,0,HIGH_RATE
11853,40,0,-1,0,0,1266266,0,0,HIGH_RATE
9519,40,0,-1,0,0,0,0,0,HIGH_RATE
18133,40,0,-1,0,0,0,0,0,HIGH_RATE
10933,40,0,-1,0,0,1309770,0,0,HIGH_RATE
4259,40,0,-1,0,0,0,0,0,HIGH_RATE
7573,40,0,-1,0,0,0,0,0,HIGH_RATE
7602,40,0,-1,0,0,0,0,0,HIGH_RATE
26258,40,0,-1,0,0,0,0,0,HIGH_RATE
7051,40,0,-1,0,0,0,0,0,HIGH_RATE
26297,40,0,-1,0,0,0,0,0,HIGH_RATE
25899,40,0,-1,0,0,0,0,0,HIGH_RATE
8483,40,0,-1,0,0,1305320,0,0,HIGH_RATE
10907,40,0,-1,0,0,1307903,0,0,HIGH_RATE
11282,40,0,-1,0,0,1308183,0,0,HIGH_RATE
4241,40,0,-1,0,0,0,0,0,HIGH_RATE
8351,40,0,-1,0,0,1314821,0,0,HIGH_RATE
9452,40,0,-1,0,0,0,0,0,HIGH_RATE
26590,40,0,-1,0,0,0,0,0,HIGH_RATE
6308,40,0,-1,0,0,0,0,0,HIGH_RATE
9722,40,0,-1,0,0,0,0,0,HIGH_RATE
12388,40,0,-1,0,0,1297651,0,0,HIGH_RATE
19423,40,0,-1,0,0,0,0,0,HIGH_RATE
11889,40,0,-1,0,0,1308262,0,0,HIGH_RATE
14471,40,0,-1,0,0,1270604,0,0,HIGH_RATE
7317,40,0,-1,0,0,0,0,0,HIGH_RATE
18253,40,0,-1,0,0,0,0,0,HIGH_RATE
11071,40,0,-1,0,0,1307687,0,0,HIGH_RATE
6519,40,0,-1,0,0,0,0,0,HIGH_RATE
26023,40,0,-1,0,0,0,0,0,HIGH_RATE
6732,40,0,-1,0,0,0,0,0,HIGH_RATE
24256,40,0,-1,0,0,0,0,0,HIGH_RATE
20287,40,0,-1,0,0,0,0,0,HIGH_RATE
1785,40,0,-1,0,0,0,0,0,HIGH_RATE
8946,40,0,-1,0,0,1323025,0,0,HIGH_RATE
11208,40,0,-1,0,0,1154693,0,0,HIGH_RATE
10711,40,0,-1,0,0,0,0,0,HIGH_RATE
6447,40,0,-1,0,0,0,0,0,HIGH_RATE
8684,40,0,-1,0,0,1306782,0,0,HIGH_RATE
9865,40,0,-1,0,0,0,0,0,HIGH_RATE
6106,40,0,-1,0,0,0,0,0,HIGH_RATE
300,40,0,-1,0,0,0,0,0,HIGH_RATE
11866,40,0,-1,0,0,1267830,0,0,HIGH_RATE
2377,40,0,-1,0,0,0,0,0,HIGH_RATE
9728,40,0,-1,0,0,0,0,0,HIGH_RATE
8770,40,0,-1,0,0,1315194,0,0,HIGH_RATE
12195,40,0,-1,0,0,1271343,0,0,HIGH_RATE
7035,40,0,-1,0,0,0,0,0,HIGH_RATE
7231,40,0,-1,0,0,0,0,0,HIGH_RATE
8697,40,0,-1,0,0,1144928,0,0,HIGH_RATE
20151,40,0,-1,0,0,0,0,0,HIGH_RATE
11384,40,0,-1,0,0,1306890,0,0,HIGH_RATE
14583,40,0,-1,0,0,1268763,0,0,HIGH_RATE
6491,40,0,-1,0,0,0,0,0,HIGH_RATE
5774,40,0,-1,0,0,0,0,0,HIGH_RATE
18146,40,0,-1,0,0,0,0,0,HIGH_RATE
4550,40,0,-1,0,0,0,0,0,HIGH_RATE
7732,40,0,-1,0,0,0,0,0,HIGH_RATE
14490,40,0,-1,0,0,1268166,0,0,HIGH_RATE
6974,40,0,-1,0,0,0,0,0,HIGH_RATE
8892,40,0,-1,0,0,1146872,0,0,HIGH_RATE
14757,40,0,-1,0,0,1265803,0,0,HIGH_RATE
9348,40,0,-1,0,0,0,0,0,HIGH_RATE
8937,40,0,-1,0,0,1307959,0,0,HIGH_RATE
11601,40,0,-1,0,0,1265394,0,0,HIGH_RATE
11027,40,0,-1,0,0,0,0,0,HIGH_RATE
9408,40,0,-1,0,0,0,0,0,HIGH_RATE
11665,40,0,-1,0,0,1308985,0,0,HIGH_RATE
18320,40,0,-1,0,0,0,0,0,HIGH_RATE
11854,40,0,-1,0,0,1265180,0,0,HIGH_RATE
38,40,0,-1,0,0,0,0,0,HIGH_RATE
24934,40,0,-1,0,0,0,0,0,HIGH_RATE
26405,40,0,-1,0,0,0,0,0,HIGH_RATE
7313,40,0,-1,0,0,0,0,0,HIGH_RATE
8563,40,0,-1,0,0,1309891,0,0,HIGH_RATE
11257,40,0,-1,0,0,0,0,0,HIGH_RATE
26275,40,0,-1,0,0,0,0,0,HIGH_RATE
1844,40,0,-1,0,0,0,0,0,HIGH_RATE
8484,40,0,-1,0,0,1147133,0,0,HIGH_RATE
25851,40,0,-1,0,0,0,0,0,HIGH_RATE
4180,40,0,-1,0,0,0,0,0,HIGH_RATE
18225,40,0,-1,0,0,0,0,0,HIGH_RATE
8361,40,0,-1,0,0,1314414,0,0,HIGH_RATE
18623,40,0,-1,0,0,0,0,0,HIGH_RATE
14305,40,0,-1,0,0,1265238,0,0,HIGH_RATE
6927,40,0,-1,0,0,0,0,0,HIGH_RATE
6224,40,0,-1,0,0,0,0,0,HIGH_RATE
19032,40,0,-1,0,0,0,0,0,HIGH_RATE
14501,40,0,-1,0,0,1265308,0,0,HIGH_RATE
4827,40,0,-1,0,0,0,0,0,HIGH_RATE
6769,40,0,-1,0,0,0,0,0,HIGH_RATE
14110,40,0,-1,0,0,1264516,0,0,HIGH_RATE
20213,40,0,-1,0,0,0,0,0,HIGH_RATE
14492,40,0,-1,0,0,1271917,0,0,HIGH_RATE
14797,40,0,-1,0,0,1265600,0,0,HIGH_RATE
25022,40,0,-1,0,0,0,0,0,HIGH_RATE
15070,40,0,-1,0,0,1269268,0,0,HIGH_RATE
9109,40,0,-1,0,0,1316450,0,0,HIGH_RATE
8716,40,0,-1,0,0,1318440,0,0,HIGH_RATE
1702,40,0,-1,0,0,0,0,0,HIGH_RATE
11063,40,0,-1,0,0,1142537,0,0,HIGH_RATE
11479,40,0,-1,0,0,1308749,0,0,HIGH_RATE
8566,40,0,-1,0,0,1310549,0,0,HIGH_RATE
11257,40,0,-1,0,0,1304811,0,0,HIGH_RATE
26342,40,0,-1,0,0,0,0,0,HIGH_RATE
15162,40,0,-1,0,0,1268741,0,0,HIGH_RATE
12439,40,0,-1,0,0,1267257,0,0,HIGH_RATE
9579,40,0,-1,0,0,0,0,0,HIGH_RATE
10980,40,0,-1,0,0,1306778,0,0,HIGH_RATE
18251,40,0,-1,0,0,0,0,0,HIGH_RATE
8830,40,0,-1,0,0,1305861,0,0,HIGH_RATE
18241,40,0,-1,0,0,0,0,0,HIGH_RATE
8625,40,0,-1,0,0,1314552,0,0,HIGH_RATE
11039,40,0,-1,0,0,1142614,0,0,HIGH_RATE
4105,40,0,-1,0,0,0,0,0,HIGH_RATE
7915,40,0,-1,0,0,0,0,0,HIGH_RATE
19584,40,0,-1,0,0,0,0,0,HIGH_RATE
12343,40,0,-1,0,0,1268223,0,0,HIGH_RATE
9573,40,0,-1,0,0,0,0,0,HIGH_RATE
11641,40,0,-1,0,0,1310607,0,0,HIGH_RATE
9993,40,0,-1,0,0,0,0,0,HIGH_RATE
7343,40,0,-1,0,0,0,0,0,HIGH_RATE
8656,40,0,-1,0,0,1310203,0,0,HIGH_RATE
25985,40,0,-1,0,0,0,0,0,HIGH_RATE
12607,40,0,-1,0,0,1273168,0,0,HIGH_RATE
8868,40,0,-1,0,0,1144330,0,0,HIGH_RATE
14353,40,0,-1,0,0,1268605,0,0,HIGH_RATE
9163,40,0,-1,0,0,1316043,0,0,HIGH_RATE
20079,40,0,-1,0,0,0,0,0,HIGH_RATE
10715,40,0,-1,0,0,1303926,0,0,HIGH_RATE
11717,40,0,-1,0,0,1320449,0,0,HIGH_RATE
4452,40,0,-1,0,0,0,0,0,HIGH_RATE
6668,40,0,-1,0,0,0,0,0,HIGH_RATE
9753,40,0,-1,0,0,0,0,0,HIGH_RATE
11817,40,0,-1,0,0,1266838,0,0,HIGH_RATE
5121,40,0,-1,0,0,0,0,0,HIGH_RATE
1831,40,0,-1,0,0,0,0,0,HIGH_RATE
14417,40,0,-1,0,0,1265668,0,0,HIGH_RATE
24702,40,0,-1,0,0,0,0,0,HIGH_RATE
20775,40,0,-1,0,0,0,0,0,HIGH_RATE
25006,40,0,-1,0,0,0,0,0,HIGH_RATE
7500,40,0,-1,0,0,0,0,0,HIGH_RATE
14995,40,0,-1,0,0,1270969,0,0,HIGH_RATE
4266,40,0,-1,0,0,0,0,0,HIGH_RATE
18037,40,0,-1,0,0,0,0,0,HIGH_RATE
22633,40,0,-1,0,0,0,0,0,HIGH_RATE
7180,40,0,-1,0,0,0,0,0,HIGH_RATE
19755,40,0,-1,0,0,0,0,0,HIGH_RATE
11152,40,0,-1,0,0,1308135,0,0,HIGH_RATE
11076,40,0,-1,0,0,1307903,0,0,HIGH_RATE
14484,40,0,-1,0,0,1264497,0,0,HIGH_RATE
4330,40,0,-1,0,0,0,0,0,HIGH_RATE
11601,40,0,-1,0,0,1272096,0,0,HIGH_RATE
11481,40,0,-1,0,0,1305850,0,0,HIGH_RATE
8535,40,0,-1,0,0,1316222,0,0,HIGH_RATE
7010,40,0,-1,0,0,0,0,0,HIGH_RATE
25913,40,0,-1,0,0,0,0,0,HIGH_RATE
12237,40,0,-1,0,0,1271778,0,0,HIGH_RATE
12553,40,0,-1,0,0,1266527,0,0,HIGH_RATE
11954,40,0,-1,0,0,1267980,0,0,HIGH_RATE
7082,40,0,-1,0,0,0,0,0,HIGH_RATE
26698,40,0,-1,0,0,0,0,0,HIGH_RATE
25984,40,0,-1,0,0,0,0,0,HIGH_RATE
8474,40,0,-1,0,0,1309888,0,0,HIGH_RATE
18212,40,0,-1,0,0,0,0,0,HIGH_RATE
7073,40,0,-1,0,0,0,0,0,HIGH_RATE
7254,40,0,-1,0,0,0,0,0,HIGH_RATE
7112,40,0,-1,0,0,0,0,0,HIGH_RATE
12459,40,0,-1,0,0,1264478,0,0,HIGH_RATE
8752,40,0,-1,0,0,1146954,0,0,HIGH_RATE
8803,40,0,-1,0,0,1312575,0,0,HIGH_RATE
18348,40,0,-1,0,0,0,0,0,HIGH_RATE
10727,40,0,-1,0,0,1309085,0,0,HIGH_RATE
906,40,0,-1,0,0,0,0,0,HIGH_RATE
8852,40,0,-1,0,0,1314034,0,0,HIGH_RATE
8772,40,0,-1,0,0,1333880,0,0,HIGH_RATE
22777,40,0,-1,0,0,0,0,0,HIGH_RATE
7734,40,0,-1,0,0,0,0,0,HIGH_RATE
296,40,0,-1,0,0,0,0,0,HIGH_RATE
10988,40,0,-1,0,0,1308749,0,0,HIGH_RATE
25895,40,0,-1,0,0,0,0,0,HIGH_RATE
11285,40,0,-1,0,0,1308728,0,0,HIGH_RATE
18439,40,0,-1,0,0,0,0,0,HIGH_RATE
4064,40,0,-1,0,0,0,0,0,HIGH_RATE
2309,40,0,-1,0,0,0,0,0,HIGH_RATE
2337,40,0,-1,0,0,0,0,0,HIGH_RATE
8549,40,0,-1,0,0,1315154,0,0,HIGH_RATE
8727,40,0,-1,0,0,1310864,0,0,HIGH_RATE
7613,40,0,-1,0,0,0,0,0,HIGH_RATE
25972,40,0,-1,0,0,0,0,0,HIGH_RATE
4245,40,0,-1,0,0,0,0,0,HIGH_RATE
11176,40,0,-1,0,0,1311785,0,0,HIGH_RATE
9481,40,0,-1,0,0,0,0,0,HIGH_RATE
7088,40,0,-1,0,0,0,0,0,HIGH_RATE
1637,40,0,-1,0,0,0,0,0,HIGH_RATE
22736,40,0,-1,0,0,0,0,0,HIGH_RATE
14435,40,0,-1,0,0,1264547,0,0,HIGH_RATE
18702,40,0,-1,0,0,0,0,0,HIGH_RATE
18860,40,0,-1,0,0,0,0,0,HIGH_RATE
12203,40,0,-1,0,0,1265227,0,0,HIGH_RATE
4181,40,0,-1,0,0,0,0,0,HIGH_RATE
4624,40,0,-1,0,0,0,0,0,HIGH_RATE
18044,40,0,-1,0,0,0,0,0,HIGH_RATE
26454,40,0,-1,0,0,0,0,0,HIGH_RATE
6486,40,0,-1,0,0,0,0,0,HIGH_RATE
12251,40,0,-1,0,0,1265879,0,0,HIGH_RATE
4242,40,0,-1,0,0,0,0,0,HIGH_RATE
2212,40,0,-1,0,0,0,0,0,HIGH_RATE
26402,40,0,-1,0,0,0,0,0,HIGH_RATE
6090,40,0,-1,0,0,0,0,0,HIGH_RATE
19743,40,0,-1,0,0,0,0,0,HIGH_RATE
10774,40,0,-1,0,0,1308491,0,0,HIGH_RATE
19557,40,0,-1,0,0,0,0,0,HIGH_RATE
8,405,120,52,197,3278,7915370,4,1,LOW_RATE
8,466,143,52,183,241,7878884,4,1,LOW_RATE
11,394,158,60,0,0,3032077,8,0,LOW_RATE
8,406,121,52,197,3194,7876583,4,1,LOW_RATE
10,466,128,52,183,112,5245537,4,1,LOW_RATE
8,385,114,52,183,263,7825215,4,1,LOW_RATE
9,467,136,52,183,61,6171643,4,1,LOW_RATE
14,406,156,52,215,116,5843925,11,1,LOW_RATE
14,384,144,52,215,145,5740853,11,1,LOW_RATE
8,554,173,52,183,103,7787505,4,1,LOW_RATE
8,554,176,52,171,21,7808100,4,1,LOW_RATE
8,384,114,52,183,121,7796037,4,1,LOW_RATE
8,466,142,52,183,22,7787163,4,1,LOW_RATE
8,385,114,52,183,295,7819769,4,1,LOW_RATE
8,406,120,52,183,222,7904584,4,1,LOW_RATE
10,246,92,60,0,0,1674729,7,0,LOW_RATE
8,406,122,52,183,95,7790156,4,1,LOW_RATE
8,406,122,52,183,212,7876088,4,1,LOW_RATE
9,384,107,52,183,123,6274399,4,1,LOW_RATE
8,384,113,52,197,3552,7854607,4,1,LOW_RATE
12,246,93,60,0,0,2997406,8,0,LOW_RATE
8,406,122,52,171,71,7692367,4,1,LOW_RATE
10,509,142,52,171,113,5189726,4,1,LOW_RATE
8,467,142,52,183,108,7915922,4,1,LOW_RATE
13,406,160,60,0,0,5943407,10,0,LOW_RATE
8,406,122,52,183,96,7793006,4,1,LOW_RATE
8,405,121,52,183,22,7800892,4,1,LOW_RATE
8,385,114,52,197,2912,7817854,4,1,LOW_RATE
8,406,123,52,183,115,7779526,4,1,LOW_RATE
8,384,114,52,183,129,7872783,4,1,LOW_RATE
15,406,166,52,215,15,4896325,11,1,LOW_RATE
17,467,209,52,215,28,3617763,10,1,LOW_RATE
9,385,107,52,183,215,7555192,4,1,LOW_RATE
8,405,120,52,183,157,7827102,4,1,LOW_RATE
9,406,115,52,183,26,6172020,4,1,LOW_RATE
8,406,121,52,183,108,7863585,4,1,LOW_RATE
8,406,121,52,183,151,7886110,4,1,LOW_RATE
8,405,121,52,183,15,10211380,4,1,LOW_RATE
10,385,102,52,183,21,5187548,4,1,LOW_RATE
8,385,114,52,197,3310,7784929,4,1,LOW_RATE
8,384,114,52,183,149,7877035,4,1,LOW_RATE
8,406,121,52,197,3189,7880666,4,1,LOW_RATE
9,405,114,52,183,305,6172058,4,1,LOW_RATE
9,553,163,52,183,216,6197018,4,1,LOW_RATE
8,466,143,52,183,391,7919310,4,1,LOW_RATE
8,466,143,52,183,238,7816113,4,1,LOW_RATE
8,466,142,52,171,12,7541821,4,1,LOW_RATE
8,466,142,52,171,12,7540680,4,1,LOW_RATE
11,306,126,60,0,0,1795958,7,0,LOW_RATE
8,385,113,52,197,3351,7761454,4,1,LOW_RATE
8,466,142,52,183,87,7832607,4,1,LOW_RATE
8,467,143,52,183,117,7778792,4,1,LOW_RATE
8,465,141,52,183,137,7839460,4,1,LOW_RATE
15,405,163,52,215,216,4911888,11,1,LOW_RATE
8,384,114,52,183,677,7893786,4,1,LOW_RATE
8,466,142,52,183,262,7834860,4,1,LOW_RATE
8,385,113,52,183,212,7825746,4,1,LOW_RATE
12,225,83,60,0,0,3013335,8,0,LOW_RATE
9,384,108,52,183,105,6273781,4,1,LOW_RATE
8,406,122,52,183,72,7915129,4,1,LOW_RATE
8,406,121,52,171,24,7852474,4,1,LOW_RATE
9,465,134,52,183,12,6292071,4,1,LOW_RATE
8,467,142,52,183,135,7875252,4,1,LOW_RATE
9,405,114,52,183,15,7541343,4,1,LOW_RATE
8,384,114,52,183,3424,7638589,4,1,LOW_RATE
8,554,174,52,183,188,7820815,4,1,LOW_RATE
8,467,143,52,183,405,7926935,4,1,LOW_RATE
13,406,156,60,0,0,4775929,10,0,LOW_RATE
10,405,110,52,241,75,6278265,1,1,LOW_RATE
8,465,143,52,183,13,7872030,4,1,LOW_RATE
13,307,128,52,1492,220,3012916,8,1,LOW_RATE
8,385,114,52,183,254,7826626,4,1,LOW_RATE
9,405,114,52,183,56,6230589,4,1,LOW_RATE
10,406,110,52,241,144,6286202,1,1,LOW_RATE
8,406,122,52,183,233,7759033,4,1,LOW_RATE
9,406,115,52,183,12,6227600,4,1,LOW_RATE
8,466,143,52,183,121,7811363,4,1,LOW_RATE
8,554,172,52,183,97,7824376,4,1,LOW_RATE
8,406,122,52,183,159,7331201,4,1,LOW_RATE
8,406,122,52,183,108,7859289,4,1,LOW_RATE
14,467,183,52,215,111,5772613,11,1,LOW_RATE
10,384,102,52,171,112,5184141,4,1,LOW_RATE
8,466,142,52,183,90,7829670,4,1,LOW_RATE
8,406,122,52,183,27,10156437,4,1,LOW_RATE
8,466,143,52,183,88,7817985,4,1,LOW_RATE
14,246,98,52,1492,214,2875606,8,1,LOW_RATE
8,465,142,52,183,114,7556549,4,1,LOW_RATE
8,509,158,52,183,326,7878201,4,1,LOW_RATE
8,405,122,52,183,182,10281866,4,1,LOW_RATE
16,406,177,52,215,122,3846251,9,1,LOW_RATE
8,465,142,52,183,14,7914020,4,1,LOW_RATE
13,466,189,60,0,0,5914785,10,0,LOW_RATE
8,406,121,52,183,261,7802338,4,1,LOW_RATE
8,465,142,52,183,257,7856831,4,1,LOW_RATE
8,384,114,52,183,235,7892651,4,1,LOW_RATE
5,306,114,52,2117,8,15708547,1,1,LOW_RATE
8,466,141,52,183,582,7921046,4,1,LOW_RATE
8,384,114,52,183,117,7596364,4,1,LOW_RATE
8,467,144,52,197,2960,7877392,4,1,LOW_RATE
8,406,122,52,183,709,7893136,4,1,LOW_RATE
8,406,123,52,183,88,7871483,4,1,LOW_RATE
9,406,116,52,183,25,6174650,4,1,LOW_RATE
8,405,122,52,171,14,10255868,4,1,LOW_RATE
8,467,142,52,183,252,7799183,4,1,LOW_RATE
8,385,114,52,183,21,7796075,4,1,LOW_RATE
8,406,121,52,183,98,7786789,4,1,LOW_RATE
8,509,156,52,183,292,7874107,4,1,LOW_RATE
8,406,122,52,183,110,7864330,4,1,LOW_RATE
8,405,121,52,183,278,10267626,4,1,LOW_RATE
8,405,123,52,183,36,10239899,4,1,LOW_RATE
10,385,104,52,241,184,6276634,1,1,LOW_RATE
8,406,121,52,183,114,7910944,4,1,LOW_RATE
8,406,122,52,183,152,7588683,4,1,LOW_RATE
13,246,95,60,0,0,2880234,8,0,LOW_RATE
8,405,122,52,197,4367,7932987,4,1,LOW_RATE
10,406,110,52,241,20,6281432,1,1,LOW_RATE
8,406,122,52,183,188,7883936,4,1,LOW_RATE
8,406,121,52,183,217,7798853,4,1,LOW_RATE
17,466,208,52,215,136,3718655,10,1,LOW_RATE
8,406,122,52,183,262,7893300,4,1,LOW_RATE
8,385,114,52,183,412,7886494,4,1,LOW_RATE
8,385,114,52,183,314,7830268,4,1,LOW_RATE
8,406,121,52,183,1125,7822163,4,1,LOW_RATE
8,405,120,52,171,174,7852356,4,1,LOW_RATE
8,406,121,52,183,25,10170283,4,1,LOW_RATE
8,466,143,52,183,109,7775723,4,1,LOW_RATE
10,509,143,52,241,20,6283334,1,1,LOW_RATE
8,554,174,52,183,123,7819326,4,1,LOW_RATE
8,406,121,52,183,123,7588303,4,1,LOW_RATE
16,554,247,52,215,299,4246588,10,1,LOW_RATE
10,405,110,52,241,188,6284800,1,1,LOW_RATE
8,384,114,52,183,268,7890284,4,1,LOW_RATE
8,406,123,52,171,12,7847932,4,1,LOW_RATE
8,509,158,52,197,2871,7852211,4,1,LOW_RATE
8,406,121,52,171,60,10045528,4,1,LOW_RATE
8,385,115,52,183,23,7790834,4,1,LOW_RATE
14,225,85,52,1492,216,5019874,9,1,LOW_RATE
8,385,113,52,183,108,7784254,4,1,LOW_RATE
11,246,89,60,0,0,3023907,8,0,LOW_RATE
9,405,114,52,183,62,7585718,4,1,LOW_RATE
8,385,114,52,183,116,7790751,4,1,LOW_RATE
8,509,158,52,183,116,7797903,4,1,LOW_RATE
9,384,107,52,183,24,6132349,4,1,LOW_RATE
8,405,121,52,183,30,10214609,4,1,LOW_RATE
8,384,115,52,197,3103,7830262,4,1,LOW_RATE
8,385,114,52,183,330,7835989,4,1,LOW_RATE
8,385,114,52,183,280,7836739,4,1,LOW_RATE
17,406,176,52,215,23,3608073,10,1,LOW_RATE
15,465,192,52,196,13,5962500,11,1,LOW_RATE
8,554,174,52,183,111,7804650,4,1,LOW_RATE
9,467,135,52,183,60,6162837,4,1,LOW_RATE
8,405,121,52,183,111,7530126,4,1,LOW_RATE
9,350,157,52,1492,262,0,5,1,LOW_RATE
9,405,115,52,183,15,7538351,4,1,LOW_RATE
8,406,121,52,183,120,7869284,4,1,LOW_RATE
14,466,193,60,0,0,4636015,10,0,LOW_RATE
8,384,114,52,171,114,7635016,4,1,LOW_RATE
8,405,121,52,197,3150,7850942,4,1,LOW_RATE
8,384,114,52,197,3144,7825117,4,1,LOW_RATE
8,554,173,52,183,103,7792160,4,1,LOW_RATE
8,405,122,52,183,90,7810376,4,1,LOW_RATE
8,406,121,52,171,64,10042998,4,1,LOW_RATE
8,405,121,52,183,109,7811803,4,1,LOW_RATE
10,385,102,52,183,28,5186956,4,1,LOW_RATE
8,466,143,52,183,197,7792628,4,1,LOW_RATE
8,405,120,52,183,108,7822318,4,1,LOW_RATE
5,225,78,52,2117,5,15529659,1,1,LOW_RATE
17,467,209,52,215,147,3714706,10,1,LOW_RATE
8,509,157,52,183,295,7879730,4,1,LOW_RATE
8,406,121,52,183,215,7900517,4,1,LOW_RATE
14,467,185,52,215,27,5831833,11,1,LOW_RATE
9,466,135,52,171,11,6232712,4,1,LOW_RATE
8,406,121,52,171,151,7756927,4,1,LOW_RATE
11,225,79,60,0,0,3039884,8,0,LOW_RATE
8,384,113,52,183,201,7903664,4,1,LOW_RATE
8,384,114,52,183,229,7891213,4,1,LOW_RATE
8,384,114,52,183,41,7864851,4,1,LOW_RATE
8,405,120,52,183,35,10237672,4,1,LOW_RATE
9,406,115,52,183,130,6293491,4,1,LOW_RATE
8,405,122,52,183,114,7818783,4,1,LOW_RATE
13,246,53,52,2177,283,0,1,1,LOW_RATE
8,509,158,52,183,18,7838088,4,1,LOW_RATE
8,466,143,52,183,126,7810612,4,1,LOW_RATE
8,467,145,52,183,131,7885993,4,1,LOW_RATE
8,467,143,52,183,94,7637996,4,1,LOW_RATE
13,225,83,52,1492,5,4991957,9,1,LOW_RATE
10,553,154,52,183,81,5162411,4,1,LOW_RATE
8,465,142,52,183,146,7829163,4,1,LOW_RATE
8,405,122,52,197,3298,7911044,4,1,LOW_RATE
9,406,114,52,183,18,6066468,4,1,LOW_RATE
8,466,143,52,171,11,7568214,4,1,LOW_RATE
10,466,128,52,183,85,5245044,4,1,LOW_RATE
