% isAttack slowRead:	1333
% isAttack slowHeaders:	1333
% isAttack slowBody:	1333
@relation 'Slowrate-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R3-5,9,11,15,18,20,23-24,27'

@attribute flag {SF,S0,REJ,RSTR,SH,RSTO,S1,RSTOS0,S3,S2,OTH}
@attribute src_bytes numeric
@attribute dst_bytes numeric
@attribute srv_count numeric
@attribute srv_serror_rate numeric
@attribute diff_srv_rate numeric
@attribute dst_host_srv_count numeric
@attribute dst_host_diff_srv_rate numeric
@attribute dst_host_serror_rate numeric
@attribute dst_host_srv_serror_rate numeric
@attribute isAttack {slowRead,slowHeaders,slowBody}

@data
S1,296,0,652,1,0,100,0,1,1,slowRead
S1,296,0,602,1,0,100,0,1,1,slowBody
S1,296,0,258,1,0,100,0,1,1,slowRead
S1,370,0,420,0.42,0,100,0,0.57,0.57,slowHeaders
S1,296,0,475,1,0,100,0,1,1,slowRead
S1,2558,74,388,0.98,0,100,0,1,1,slowRead
RSTO,909,1820,444,0,0,100,0,0,0,slowRead
S1,760,206,194,1,0,100,0,1,1,slowBody
S1,370,0,246,0.71,0,100,0,0.3,0.3,slowBody
S1,148,0,239,0.98,0,100,0,1,1,slowRead
OTH,66,0,598,0,0,90,0,0,0,slowBody
RSTO,1023,1019,237,0.89,0,100,0,0.75,0.75,slowHeaders
OTH,100,0,73,0,0,50,0,0,0,slowBody
OTH,60,0,527,0,0,85,0,0,0,slowBody
RSTO,894,953,65,0,0,86,0,0,0,slowHeaders
S1,370,0,689,0.12,0,100,0,0.82,0.82,slowRead
S1,296,0,405,0.32,0,100,0,1,1,slowBody
S1,370,0,297,1,0,100,0,1,1,slowBody
S1,74,0,245,0.99,0,100,0,1,1,slowBody
OTH,106,0,115,0,0,50,0,0,0,slowHeaders
S1,74,0,463,0.99,0,98,0,0.97,0.97,slowRead
OTH,111,0,245,0,0,50,0,0,0,slowHeaders
S1,872,74,1004,1,0,96,0,1,1,slowRead
OTH,60,0,7,0,0,63,0,0,0,slowBody
OTH,119,0,235,0,0,50,0,0,0,slowBody
S1,74,0,459,0.99,0,98,0,0.97,0.97,slowRead
OTH,73,0,132,0,0,50,0,0,0,slowBody
S1,636,206,170,1,0,100,0,1,1,slowBody
S1,148,0,42,0.71,0,77,0,0.39,0.39,slowHeaders
S1,370,0,54,1,0,100,0,1,1,slowRead
OTH,60,0,566,0,0,92,0,0,0,slowHeaders
RSTO,877,953,28,0,0.03,65,0.02,0,0,slowBody
OTH,66,0,540,0,0,93,0,0,0,slowRead
S1,370,0,100,0.98,0,100,0,0.98,0.98,slowHeaders
OTH,99,0,112,0,0,50,0,0,0,slowRead
S1,296,0,200,1,0,100,0,1,1,slowRead
S1,74,0,404,1,0,100,0,1,1,slowHeaders
OTH,66,0,394,0,0,84,0,0,0,slowRead
S1,296,0,766,1,0,100,0,1,1,slowBody
S1,296,0,495,1,0,100,0,1,1,slowBody
RSTO,3430,1424,401,0,0,100,0,0,0,slowRead
S1,296,0,693,1,0,100,0,1,1,slowBody
S1,296,0,75,1,0,100,0,1,1,slowBody
S1,296,0,447,1,0,100,0,1,1,slowBody
OTH,66,0,395,0,0,100,0,0,0,slowHeaders
S1,296,0,123,1,0,100,0,1,1,slowRead
RSTO,975,1886,87,0,0,91,0,0,0,slowRead
OTH,93,0,61,0,0,50,0,0,0,slowRead
OTH,525,0,601,0,0,89,0,0,0,slowBody
S1,296,0,39,1,0,100,0,1,1,slowRead
OTH,100,0,275,0,0,50,0,0,0,slowBody
OTH,60,0,840,0,0,60,0,0,0,slowRead
S1,370,0,211,0.83,0,100,0,0.66,0.66,slowHeaders
S1,74,0,271,1,0,100,0,1,1,slowHeaders
OTH,79,0,258,0,0,50,0,0,0,slowHeaders
RSTO,2356,12112,10,0,0,62,0,0,0,slowHeaders
S1,74,0,296,1,0,100,0,1,1,slowHeaders
OTH,66,0,510,0,0,86,0,0,0,slowBody
S1,296,0,394,1,0,100,0,1,1,slowRead
OTH,123,0,199,0,0,50,0,0,0,slowRead
S1,370,0,51,0.98,0,100,0,0.84,0.84,slowBody
S1,370,0,88,1,0,100,0,1,1,slowRead
S1,222,0,34,1,0,100,0,1,1,slowBody
RSTO,3504,1424,605,0,0,100,0,0,0,slowRead
S1,74,0,644,0.99,0,100,0,1,1,slowRead
RSTO,1078,1820,435,0,0,100,0,0,0,slowRead
S1,370,0,900,0.29,0,100,0,0.93,0.93,slowRead
S1,296,0,466,1,0,100,0,1,1,slowBody
RSTO,1139,1754,514,0,0,100,0,0,0,slowRead
S1,370,0,323,1,0,99,0,1,1,slowHeaders
S1,370,0,325,1,0,100,0,1,1,slowHeaders
OTH,94,0,165,0,0,50,0,0,0,slowRead
OTH,60,0,5,0,0,64,0,0,0,slowHeaders
OTH,60,0,1010,0,0,36,0,0,0,slowRead
S1,222,0,776,1,0,100,0,1,1,slowRead
OTH,118,0,235,0,0,50,0,0,0,slowHeaders
S1,370,0,529,0.52,0,99,0,0.97,0.97,slowBody
RSTO,1000,1019,203,0,0,100,0,0,0,slowHeaders
RSTO,1022,1019,101,0,0,100,0,0,0,slowHeaders
S1,370,0,313,0.34,0,100,0,0.98,0.98,slowHeaders
OTH,66,0,457,0,0,87,0,0,0,slowRead
S1,370,0,206,0.01,0,99,0,0.03,0.03,slowHeaders
RSTO,1164,1024,417,0.38,0,100,0,0.45,0.45,slowHeaders
S1,370,0,98,0.96,0,100,0,0.96,0.96,slowHeaders
S1,296,0,676,1,0,100,0,1,1,slowRead
S1,296,0,270,1,0,100,0,1,1,slowBody
S1,296,0,198,1,0,100,0,1,1,slowRead
S1,296,0,67,1,0,100,0,1,1,slowRead
RSTO,1144,1886,24,0,0,28,0,0,0,slowRead
S1,370,0,497,0.49,0,100,0,0.91,0.91,slowBody
S1,370,0,588,0.57,0,100,0,0.99,0.99,slowBody
S1,370,0,431,1,0,100,0,1,1,slowRead
OTH,66,0,559,0,0,100,0,0,0,slowHeaders
OTH,125,0,212,0,0,100,0,0,0,slowBody
OTH,260,0,7,0,0,7,0,0,0,slowBody
S2,3294,74,352,0.98,0,100,0,0.98,0.98,slowHeaders
RSTO,1100,1886,77,0,0,91,0,0,0,slowRead
S1,621,140,727,0.99,0,97,0,1,1,slowRead
OTH,60,0,1046,0,0,55,0,0,0,slowBody
OTH,60,0,980,0,0,47,0,0,0,slowBody
OTH,66,0,573,0,0,81,0,0,0,slowBody
OTH,66,0,328,0,0,74,0,0,0,slowHeaders
S1,752,206,376,1,0,100,0,1,1,slowHeaders
RSTO,1166,958,160,0,0,100,0,0,0,slowBody
S1,296,0,347,0.21,0,100,0,0.73,0.73,slowBody
RSTO,1131,1820,314,0,0,100,0,0,0,slowRead
RSTO,1264,1754,462,0,0,100,0,0,0,slowRead
S1,296,0,217,1,0,100,0,1,1,slowRead
OTH,60,0,749,0,0,47,0,0,0,slowRead
OTH,60,0,1167,0,0,47,0,0,0,slowRead
S1,148,0,52,0.83,0,80,0,0.54,0.54,slowRead
OTH,60,0,980,0,0,34,0,0,0,slowRead
S1,548,140,609,0.99,0,100,0,1,1,slowBody
RSTO,1264,1754,491,0,0,100,0,0,0,slowRead
S1,222,0,306,1,0,99,0,1,1,slowHeaders
S1,296,0,627,1,0,100,0,1,1,slowBody
S1,370,0,418,0.91,0,100,0,0.98,0.98,slowBody
RSTO,1076,1019,103,0,0,100,0,0,0,slowHeaders
S1,370,0,175,0.98,0,100,0,0.97,0.97,slowHeaders
S1,296,0,715,1,0,100,0,1,1,slowBody
RSTO,892,1019,360,0.35,0,100,0,0.69,0.69,slowBody
S1,222,0,594,1,0,100,0,1,1,slowBody
OTH,60,0,958,0,0,44,0,0,0,slowBody
S1,766,206,97,0.88,0.01,92,0.01,0.91,0.92,slowBody
RSTO,937,887,374,0.4,0,100,0,0.79,0.79,slowHeaders
S1,370,0,558,0.56,0,100,0,0.99,0.99,slowRead
S1,370,0,102,0.98,0,100,0,0.98,0.98,slowHeaders
OTH,93,0,84,0,0,50,0,0,0,slowRead
S1,74,0,454,1,0,100,0,1,1,slowHeaders
OTH,104,0,218,0,0,50,0,0,0,slowBody
OTH,60,0,740,0,0,47,0,0,0,slowBody
S1,148,0,47,1,0,100,0,1,1,slowBody
OTH,115,0,234,0,0,50,0,0,0,slowBody
S1,370,0,96,0.96,0,100,0,0.96,0.96,slowHeaders
S1,370,0,559,1,0,100,0,1,1,slowHeaders
S1,744,206,138,1,0.01,99,0,1,1,slowRead
RSTO,1183,1024,397,0.4,0,100,0,0.65,0.65,slowHeaders
S1,370,0,429,0.42,0,100,0,0.55,0.55,slowBody
S1,370,0,430,1,0,100,0,1,1,slowHeaders
OTH,117,0,97,0,0,50,0,0,0,slowBody
OTH,78,0,170,0,0,50,0,0,0,slowHeaders
OTH,66,0,455,0,0,100,0,0,0,slowHeaders
OTH,123,0,245,0,0,50,0,0,0,slowBody
S1,296,0,649,1,0,100,0,1,1,slowBody
RSTO,991,1019,53,0,0,54,0,0,0,slowHeaders
OTH,114,0,234,0,0,50,0,0,0,slowHeaders
OTH,101,0,194,0,0,50,0,0,0,slowHeaders
S1,370,0,293,1,0,100,0,1,1,slowBody
OTH,60,0,332,0,0,73,0,0,0,slowBody
S1,296,0,563,1,0,100,0,1,1,slowBody
OTH,102,0,218,0,0,50,0,0,0,slowRead
S1,968,1820,56,0.86,0.02,74,0.01,0.64,0.65,slowRead
S1,296,0,280,1,0,100,0,1,1,slowBody
S1,370,0,354,0.42,0,100,0,1,1,slowBody
S1,148,0,667,1,0,100,0,1,1,slowBody
S1,370,0,221,0.1,0,100,0,0.21,0.21,slowHeaders
S1,767,206,142,1,0.01,100,0,1,1,slowHeaders
S1,370,0,453,1,0,100,0,1,1,slowBody
RSTO,1100,1886,56,0,0,81,0,0,0,slowRead
S1,296,0,305,1,0,100,0,1,1,slowRead
OTH,104,0,104,0,0,50,0,0,0,slowBody
S1,74,0,421,0.99,0,100,0,1,1,slowBody
S1,370,0,596,0.59,0,100,0,0.99,0.99,slowRead
S1,222,0,875,1,0,100,0,1,1,slowBody
S1,148,0,294,0.99,0,100,0,1,1,slowRead
OTH,60,0,914,0,0,34,0,0,0,slowBody
OTH,66,0,590,0,0,76,0,0,0,slowRead
OTH,60,0,821,0,0,51,0,0,0,slowHeaders
S1,148,0,172,0.93,0,100,0,1,1,slowHeaders
OTH,66,0,500,0,0,93,0,0,0,slowRead
S2,1614,140,424,1,0,100,0,1,1,slowBody
RSTO,939,887,199,0,0,100,0,0,0,slowHeaders
S1,296,0,174,1,0,100,0,1,1,slowRead
S1,982,338,7,1,0.12,22,0.04,0.3,0.32,slowRead
S1,621,140,704,0.99,0,96,0,0.99,0.99,slowRead
S1,148,0,69,0.94,0.01,98,0.01,0.95,0.96,slowRead
OTH,102,0,90,0,0,50,0,0,0,slowRead
S1,296,0,651,1,0,100,0,1,1,slowRead
OTH,66,0,500,0,0,86,0,0,0,slowRead
OTH,60,0,1008,0,0,50,0,0,0,slowBody
OTH,89,0,174,0,0,50,0,0,0,slowBody
OTH,66,0,520,0,0,82,0,0,0,slowRead
S1,659,206,139,0.99,0.01,100,0,1,1,slowBody
S1,74,0,354,1,0,100,0,1,1,slowHeaders
S1,296,0,657,1,0,100,0,1,1,slowBody
OTH,66,0,523,0,0,85,0,0,0,slowBody
S1,370,0,435,1,0,100,0,1,1,slowRead
OTH,104,0,127,0,0,50,0,0,0,slowRead
S1,296,0,656,1,0,100,0,1,1,slowRead
S1,370,0,752,0.89,0,100,0,1,1,slowBody
OTH,83,0,159,0,0,50,0,0,0,slowRead
S1,296,0,603,1,0,100,0,1,1,slowBody
S1,148,0,416,1,0,100,0,1,1,slowBody
S1,296,0,657,0.58,0,100,0,1,1,slowBody
OTH,526,0,2,0,0,21,0,0,0,slowBody
S1,222,0,485,1,0,100,0,1,1,slowBody
S1,370,0,48,0.98,0,100,0,0.81,0.81,slowHeaders
RSTO,1100,1886,100,0,0,100,0,0,0,slowRead
OTH,60,0,768,0,0,45,0,0,0,slowRead
OTH,66,0,386,0,0,89,0,0,0,slowBody
S1,370,0,310,0.88,0,100,0,1,1,slowBody
OTH,60,0,707,0,0,49,0,0,0,slowHeaders
OTH,60,0,932,0,0,31,0,0,0,slowBody
S1,296,0,390,1,0,100,0,1,1,slowBody
S1,74,0,271,0.99,0,100,0,0.98,0.98,slowBody
OTH,118,0,205,0,0,50,0,0,0,slowHeaders
OTH,60,0,14,0,0,68,0,0,0,slowHeaders
S1,296,0,159,1,0,100,0,1,1,slowBody
OTH,88,0,182,0,0,50,0,0,0,slowHeaders
S1,296,0,599,1,0,100,0,1,1,slowRead
OTH,66,0,515,0,0,100,0,0,0,slowHeaders
OTH,122,0,51,0,0,63,0,0,0,slowRead
S1,296,0,535,1,0,100,0,1,1,slowRead
RSTO,2576,11980,18,0,0,59,0,0,0,slowRead
S1,74,0,881,0.99,0,100,0,1,1,slowRead
S1,665,140,35,0.91,0.03,93,0.01,0.96,0.97,slowHeaders
OTH,97,0,250,0,0,50,0,0,0,slowBody
S1,370,0,286,0.87,0,100,0,1,1,slowBody
S1,148,0,173,1,0.01,100,0,1,1,slowBody
OTH,105,0,232,0,0,50,0,0,0,slowRead
S1,370,0,673,0.87,0,100,0,0.97,0.97,slowBody
OTH,215,0,608,0,0,85,0,0,0,slowBody
OTH,66,0,432,0,0,88,0,0,0,slowBody
OTH,60,0,784,0,0,33,0,0,0,slowBody
RSTO,2091,1490,229,0,0,100,0,0,0,slowRead
RSTO,984,953,58,0,0,59,0,0,0,slowHeaders
OTH,103,0,73,0,0,50,0,0,0,slowHeaders
OTH,60,0,860,0,0,48,0,0,0,slowBody
S1,296,0,144,1,0,100,0,1,1,slowRead
RSTO,3094,1424,891,0.29,0,100,0,0.94,0.94,slowRead
OTH,104,0,238,0,0,50,0,0,0,slowRead
RSTO,874,1019,349,0.36,0,100,0,0.83,0.83,slowHeaders
S1,296,0,302,1,0,100,0,1,1,slowBody
S1,296,0,576,0.52,0,100,0,1,1,slowBody
RSTO,885,1019,82,0,0.01,93,0.01,0,0,slowBody
OTH,60,0,607,0,0,36,0,0,0,slowHeaders
OTH,60,0,917,0,0,45,0,0,0,slowRead
RSTO,3430,1424,387,0,0,100,0,0,0,slowRead
S1,296,0,454,1,0,100,0,1,1,slowBody
OTH,60,0,880,0,0,33,0,0,0,slowRead
OTH,60,0,739,0,0,54,0,0,0,slowHeaders
S1,956,338,747,1,0,100,0,1,1,slowRead
S1,222,0,728,1,0,99,0,1,1,slowHeaders
OTH,95,0,124,0,0,50,0,0,0,slowRead
OTH,60,0,971,0,0,45,0,0,0,slowBody
OTH,60,0,681,0,0,64,0,0,0,slowBody
RSTO,2266,1424,574,0,0,100,0,0,0,slowRead
S1,370,0,223,0.09,0,100,0,0.2,0.2,slowHeaders
S1,370,0,247,1,0,100,0,1,1,slowHeaders
OTH,60,0,4,0,0,60,0,0,0,slowBody
RSTO,891,953,27,0,0,61,0,0,0,slowHeaders
OTH,60,0,630,0,0,70,0,0,0,slowHeaders
S1,370,0,239,1,0,100,0,1,1,slowBody
S1,296,0,619,1,0,100,0,1,1,slowRead
OTH,108,0,109,0,0,50,0,0,0,slowBody
S1,296,0,434,1,0,100,0,1,1,slowRead
OTH,170,0,81,0,0,89,0,0,0,slowBody
S1,296,0,415,1,0,100,0,1,1,slowBody
OTH,66,0,543,0,0,84,0,0,0,slowBody
S1,296,0,475,1,0,100,0,1,1,slowRead
S1,370,0,640,0.6,0,100,0,1,1,slowBody
S1,370,0,117,0.99,0,100,0,1,1,slowHeaders
S1,370,0,584,0.57,0,99,0,0.97,0.97,slowBody
S1,296,0,665,1,0,100,0,1,1,slowRead
OTH,110,0,128,0,0,50,0,0,0,slowBody
S1,370,0,263,1,0,100,0,1,1,slowBody
S1,370,0,220,1,0,100,0,1,1,slowBody
OTH,66,0,388,0,0,84,0,0,0,slowBody
OTH,96,0,139,0,0,50,0,0,0,slowHeaders
OTH,60,0,725,0,0,47,0,0,0,slowBody
OTH,189,0,5,0,0,13,0,0,0,slowBody
S1,296,0,558,1,0,100,0,1,1,slowRead
S1,370,0,443,0.44,0,100,0,0.55,0.55,slowBody
S1,148,0,413,0.99,0,100,0,0.99,0.99,slowRead
S1,296,0,313,1,0,100,0,1,1,slowBody
OTH,66,0,433,0,0,100,0,0,0,slowHeaders
S1,296,0,554,1,0,100,0,1,1,slowBody
OTH,114,0,118,0,0,50,0,0,0,slowHeaders
S1,370,0,109,0.98,0,100,0,0.98,0.98,slowHeaders
S1,370,0,273,1,0,100,0,1,1,slowRead
S1,370,0,146,0.99,0,100,0,1,1,slowHeaders
S1,296,0,473,1,0,100,0,1,1,slowRead
S1,74,0,341,0.99,0,100,0,0.98,0.98,slowBody
S1,370,0,246,0.09,0,100,0,0.23,0.23,slowHeaders
RSTO,2994,958,200,0,0,99,0,0,0,slowHeaders
OTH,60,0,809,0,0,51,0,0,0,slowHeaders
OTH,85,0,250,0,0,50,0,0,0,slowRead
S1,370,0,277,0.17,0,100,0,0.48,0.48,slowHeaders
S1,370,0,383,1,0,100,0,1,1,slowBody
S1,296,0,265,1,0,100,0,1,1,slowRead
OTH,66,0,336,0,0,75,0,0,0,slowBody
OTH,463,0,3,0,0,9,0,0,0,slowHeaders
S1,148,0,380,0.99,0,100,0,0.99,0.99,slowRead
OTH,84,0,225,0,0,50,0,0,0,slowBody
OTH,54,0,16,0,0,16,0,0,0,slowBody
RSTO,1100,1886,132,0,0,100,0,0,0,slowRead
OTH,87,0,130,0,0,50,0,0,0,slowBody
S1,148,0,108,0.96,0.01,100,0,0.98,0.98,slowRead
OTH,60,0,740,0,0,50,0,0,0,slowRead
S1,370,0,993,1,0,100,0,1,1,slowRead
S1,773,206,724,1,0,100,0,1,1,slowHeaders
S1,148,0,77,1,0.01,93,0.01,0.82,0.83,slowBody
OTH,60,0,706,0,0,49,0,0,0,slowRead
S1,296,0,363,1,0,100,0,1,1,slowBody
S1,148,0,279,0.99,0,98,0.01,0.97,0.98,slowRead
S1,296,0,340,1,0,100,0,1,1,slowRead
OTH,66,0,495,0,0,86,0,0,0,slowRead
S1,296,0,636,1,0,100,0,1,1,slowHeaders
S1,370,0,210,0.05,0,100,0,0.1,0.1,slowRead
S1,370,0,117,0.98,0,100,0,1,1,slowBody
S1,370,0,804,1,0,100,0,1,1,slowRead
S1,74,0,490,1,0,99,0,1,1,slowHeaders
S1,370,0,15,0.93,0,100,0,0.65,0.65,slowHeaders
OTH,60,0,678,0,0,64,0,0,0,slowBody
S1,370,0,380,0.9,0,100,0,0.98,0.98,slowBody
S1,370,0,806,0.21,0,100,0,0.98,0.98,slowRead
OTH,60,0,818,0,0,24,0,0,0,slowBody
RSTO,1100,1886,27,0,0,62,0,0,0,slowRead
S1,222,0,38,0.5,0,78,0,0.24,0.24,slowRead
OTH,60,0,7,0,0,66,0,0,0,slowHeaders
S1,370,0,185,0.58,0,100,0,0.26,0.26,slowHeaders
S1,370,0,174,0.99,0,100,0,1,1,slowHeaders
OTH,166,0,244,0,0,100,0,0,0,slowBody
RSTO,958,953,139,0,0.01,100,0,0,0,slowRead
S1,296,0,432,1,0,100,0,1,1,slowRead
S1,370,0,483,0.49,0,100,0,0.87,0.87,slowHeaders
RSTO,993,953,390,0.39,0,100,0,0.64,0.64,slowHeaders
S1,370,0,719,0.61,0,100,0,1,1,slowHeaders
OTH,102,0,179,0,0,50,0,0,0,slowHeaders
OTH,66,0,477,0,0,81,0,0,0,slowBody
OTH,101,0,221,0,0,52,0,0,0,slowRead
S1,370,0,50,0.94,0,100,0,0.49,0.49,slowHeaders
OTH,60,0,749,0,0,23,0,0,0,slowBody
S1,296,0,465,1,0,100,0,1,1,slowBody
OTH,60,0,888,0,0,48,0,0,0,slowBody
OTH,60,0,1096,0,0,50,0,0,0,slowRead
RSTO,1644,1688,300,0,0,100,0,0,0,slowRead
S1,222,0,90,0.77,0,98,0,0.7,0.7,slowRead
S1,370,0,8,0.88,0,100,0,0.09,0.09,slowHeaders
S1,296,0,224,1,0,100,0,1,1,slowBody
OTH,104,0,61,0,0,51,0,0,0,slowRead
RSTO,1027,1019,178,0,0,100,0,0,0,slowHeaders
RSTO,1388,1019,203,0,0,100,0,0,0,slowHeaders
S1,370,0,255,0.1,0,100,0,0.26,0.26,slowHeaders
S1,370,0,655,1,0,100,0,1,1,slowHeaders
OTH,66,0,484,0,0,86,0,0,0,slowBody
OTH,66,0,559,0,0,71,0,0,0,slowBody
S1,148,0,221,0.98,0,100,0,1,1,slowRead
RSTO,1096,1019,168,0.58,0,100,0,0.32,0.32,slowHeaders
OTH,60,0,827,0,0,50,0,0,0,slowHeaders
S1,370,0,504,1,0,100,0,1,1,slowRead
S1,296,0,61,1,0,100,0,1,1,slowBody
OTH,60,0,910,0,0,48,0,0,0,slowHeaders
OTH,99,0,193,0,0,50,0,0,0,slowHeaders
RSTO,975,1886,8,0,0,12,0,0,0,slowRead
OTH,66,0,416,0,0,88,0,0,0,slowBody
OTH,110,0,15,0,0,18,0,0,0,slowRead
S1,148,0,139,1,0,100,0,1,1,slowBody
S1,370,0,382,0.9,0,100,0,0.98,0.98,slowBody
S1,548,140,625,0.99,0,100,0,1,1,slowBody
S1,296,0,674,1,0,100,0,1,1,slowBody
OTH,408,0,4,0,0,58,0,0,0,slowRead
S1,370,0,216,0.07,0,100,0,0.15,0.15,slowBody
S1,968,1820,26,0.69,0.04,57,0.02,0.31,0.32,slowRead
S1,370,0,237,1,0,100,0,1,1,slowBody
S1,74,0,119,0.98,0.01,100,0,1,1,slowBody
OTH,60,0,1064,0,0,54,0,0,0,slowHeaders
OTH,99,0,207,0,0,50,0,0,0,slowBody
OTH,60,0,633,0,0,47,0,0,0,slowHeaders
S1,296,0,654,1,0,100,0,1,1,slowRead
RSTO,947,887,50,0,0.02,79,0.01,0,0,slowRead
RSTO,2321,1424,603,0,0,100,0,0,0,slowRead
S1,370,0,40,0.9,0,100,0,0.89,0.89,slowHeaders
OTH,60,0,690,0,0,48,0,0,0,slowHeaders
S1,370,0,248,0.1,0,100,0,0.25,0.25,slowHeaders
S1,74,0,435,1,0,100,0,1,1,slowHeaders
OTH,106,0,235,0,0,50,0,0,0,slowHeaders
S1,148,0,119,0.99,0,100,0,1,1,slowRead
OTH,60,0,4,0,0,4,0,0,0,slowHeaders
S1,370,0,578,1,0,100,0,1,1,slowHeaders
S1,370,0,36,0.97,0,100,0,0.69,0.69,slowHeaders
S1,296,0,47,1,0,48,0,1,1,slowRead
S1,296,0,493,1,0,100,0,1,1,slowRead
S1,296,0,31,1,0,100,0,1,1,slowBody
S1,621,140,650,0.99,0,96,0,0.99,0.99,slowRead
OTH,86,0,3,0,0,55,0,0,0,slowHeaders
OTH,60,0,629,0,0,76,0,0,0,slowRead
S1,370,0,18,0.94,0,100,0,0.65,0.65,slowHeaders
RSTO,1109,958,107,0,0,100,0,0,0,slowBody
OTH,60,0,805,0,0,40,0,0,0,slowBody
S1,370,0,549,1,0,100,0,1,1,slowHeaders
OTH,60,0,1066,0,0,49,0,0,0,slowBody
OTH,66,0,391,0,0,83,0,0,0,slowBody
S1,370,0,289,0.87,0,100,0,1,1,slowBody
S1,370,0,776,0.19,0,100,0,1,1,slowRead
S1,370,0,423,0.98,0,100,0,0.97,0.97,slowHeaders
OTH,98,0,179,0,0,50,0,0,0,slowRead
S1,296,0,659,0.58,0,100,0,1,1,slowBody
OTH,112,0,268,0,0,50,0,0,0,slowBody
OTH,366,0,1,0,0,1,0,0,0,slowBody
S1,370,0,482,0.43,0,100,0,0.51,0.51,slowHeaders
S1,296,0,337,1,0,100,0,1,1,slowRead
OTH,60,0,506,0,0,84,0,0,0,slowRead
OTH,103,0,225,0,0,50,0,0,0,slowHeaders
S1,370,0,416,0.91,0,100,0,0.98,0.98,slowBody
OTH,119,0,139,0,0,50,0,0,0,slowHeaders
S1,148,0,515,0.99,0,100,0,1,1,slowRead
OTH,60,0,1038,0,0,51,0,0,0,slowBody
OTH,66,0,854,0,0,62,0,0,0,slowHeaders
OTH,120,0,152,0,0,50,0,0,0,slowRead
S1,370,0,452,1,0,100,0,1,1,slowRead
RSTO,1021,1019,110,0.87,0,100,0,0.87,0.87,slowHeaders
RSTO,1103,958,120,0,0,99,0,0,0,slowHeaders
OTH,60,0,1112,0,0,56,0,0,0,slowBody
RSTO,1256,1820,247,0,0,100,0,0,0,slowRead
OTH,60,0,1102,0,0,51,0,0,0,slowBody
RSTO,953,953,118,0,0.01,100,0,0,0,slowRead
RSTO,1025,1019,49,0,0,50,0,0,0,slowHeaders
S1,296,0,662,1,0,100,0,1,1,slowBody
OTH,66,0,303,0,0,55,0,0,0,slowRead
OTH,99,0,219,0,0,50,0,0,0,slowRead
S1,296,0,6,1,0,7,0,1,1,slowRead
OTH,116,0,71,0,0,50,0,0,0,slowRead
OTH,60,0,876,0,0,29,0,0,0,slowRead
S1,296,0,4,1,0,100,0,1,1,slowRead
S1,548,140,463,0.99,0,95,0,1,1,slowBody
OTH,60,0,955,0,0,45,0,0,0,slowBody
S1,296,0,1,1,0,1,0,1,1,slowBody
S1,370,0,14,1,0,100,0,1,1,slowBody
RSTO,3122,1424,372,0,0,100,0,0,0,slowRead
S1,296,0,130,1,0,100,0,1,1,slowBody
RSTO,1034,1019,187,0,0,100,0,0,0,slowHeaders
OTH,60,0,1075,0,0,47,0,0,0,slowHeaders
OTH,60,0,802,0,0,50,0,0,0,slowHeaders
S1,370,0,170,0.98,0,100,0,1,1,slowHeaders
S1,370,0,427,0.41,0,100,0,0.55,0.55,slowBody
S1,148,0,48,0.98,0,100,0,0.99,0.99,slowRead
OTH,60,0,795,0,0,51,0,0,0,slowHeaders
OTH,66,0,512,0,0,85,0,0,0,slowHeaders
RSTO,1644,1688,289,0,0,100,0,0,0,slowRead
S1,660,206,169,1,0,100,0,1,1,slowBody
S1,370,0,273,0.26,0,99,0,0.71,0.71,slowBody
S1,2834,1424,223,0.96,0,100,0,1,1,slowRead
S1,370,0,795,0.21,0,100,0,1,1,slowRead
S1,296,0,632,1,0,100,0,1,1,slowBody
S1,296,0,105,1,0,100,0,1,1,slowRead
S1,148,0,420,0.99,0,100,0,0.99,0.99,slowRead
OTH,60,0,3,0,0,3,0,0,0,slowBody
S1,370,0,355,1,0,100,0,1,1,slowBody
S1,610,272,164,1,0.01,99,0,1,1,slowHeaders
S1,370,0,463,1,0,100,0,1,1,slowHeaders
S1,370,0,54,0.94,0,100,0,0.53,0.53,slowHeaders
OTH,525,0,32,0,0,68,0,0,0,slowRead
S1,968,1820,41,0.8,0.02,64,0.02,0.51,0.52,slowRead
S1,148,0,282,1,0,100,0,0.99,0.99,slowBody
OTH,66,0,408,0,0,84,0,0,0,slowRead
S1,296,0,90,1,0,91,0,1,1,slowRead
S2,3777,74,293,0.88,0,100,0,0.98,0.98,slowHeaders
OTH,60,0,745,0,0,30,0,0,0,slowBody
S1,370,0,501,1,0,100,0,1,1,slowHeaders
S1,665,140,206,1,0,100,0,1,1,slowHeaders
OTH,106,0,118,0,0,50,0,0,0,slowRead
RSTO,909,1820,163,0,0,100,0,0,0,slowRead
RSTO,2522,1556,337,0,0,100,0,0,0,slowRead
S1,222,0,918,1,0,100,0,1,1,slowBody
OTH,112,0,132,0,0,50,0,0,0,slowBody
OTH,66,0,313,0,0,65,0,0,0,slowBody
S1,370,0,237,0.14,0,99,0,0.34,0.34,slowBody
S1,370,0,232,0.14,0,100,0,0.33,0.33,slowBody
S1,296,0,491,1,0,100,0,1,1,slowBody
